prompt_idx,transformation,layer,harmful_proj,harmless_proj,gap
3,direct,1,6.671875,-3.578125,10.25
3,direct,2,6.23828125,-4.3828125,10.62109375
3,direct,3,9.1171875,-4.30078125,13.41796875
3,direct,4,8.40625,-9.359375,17.765625
3,direct,5,5.125,-10.046875,15.171875
3,direct,6,7.11328125,-10.578125,17.69140625
3,direct,7,11.5703125,-9.7578125,21.328125
3,direct,8,11.015625,-9.4140625,20.4296875
3,direct,9,9.515625,-10.75,20.265625
3,direct,10,10.4921875,-9.84375,20.3359375
3,direct,11,11.9375,-8.5703125,20.5078125
3,direct,12,15.6015625,-5.43359375,21.03515625
3,direct,13,15.390625,-6.0625,21.453125
3,direct,14,15.6953125,-5.58203125,21.27734375
3,direct,15,16.671875,-6.4453125,23.1171875
3,direct,16,16.84375,-5.37890625,22.22265625
3,direct,17,16.921875,-4.76171875,21.68359375
3,direct,18,15.40625,-6.7421875,22.1484375
3,direct,19,20.125,-4.8203125,24.9453125
3,direct,20,15.109375,-14.4375,29.546875
3,direct,21,17.484375,-11.9609375,29.4453125
3,direct,22,21.984375,-9.9609375,31.9453125
3,direct,23,30.15625,-5.96875,36.125
3,direct,24,36.75,-6.6796875,43.4296875
3,direct,25,48.875,-1.14453125,50.01953125
3,direct,26,49.375,-6.6875,56.0625
3,direct,27,49.59375,-10.078125,59.671875
3,direct,28,92.3125,48.78125,43.53125
3,json,0,-0.03485107421875,-0.03485107421875,0.0
3,json,1,-0.28759765625,-0.33935546875,0.0517578125
3,json,2,-0.482666015625,-0.560546875,0.077880859375
3,json,3,-1.1943359375,-1.244140625,0.0498046875
3,json,4,-1.3349609375,-1.4658203125,0.130859375
3,json,5,-1.724609375,-1.8974609375,0.1728515625
3,json,6,-2.248046875,-2.357421875,0.109375
3,json,7,-2.4140625,-2.5390625,0.125
3,json,8,-1.6328125,-1.76953125,0.13671875
3,json,9,-1.8681640625,-1.9892578125,0.12109375
3,json,10,-1.2587890625,-1.322265625,0.0634765625
3,json,11,-1.966796875,-2.169921875,0.203125
3,json,12,-0.9619140625,-1.20703125,0.2451171875
3,json,13,-2.041015625,-2.236328125,0.1953125
3,json,14,-1.7138671875,-2.12890625,0.4150390625
3,json,15,-1.9189453125,-2.337890625,0.4189453125
3,json,16,-0.82763671875,-1.4736328125,0.64599609375
3,json,17,-0.61669921875,-1.4716796875,0.85498046875
3,json,18,-1.7109375,-2.66015625,0.94921875
3,json,19,-0.178955078125,-1.4951171875,1.316162109375
3,json,20,-3.28515625,-5.0390625,1.75390625
3,json,21,-1.771484375,-4.77734375,3.005859375
3,json,22,0.80322265625,-5.5859375,6.38916015625
3,json,23,4.4375,-2.427734375,6.865234375
3,json,24,3.71875,-3.4296875,7.1484375
3,json,25,9.109375,1.0439453125,8.0654296875
3,json,26,6.9140625,-2.24609375,9.16015625
3,json,27,6.85546875,-4.26953125,11.125
3,json,28,45.21875,20.625,24.59375
3,xml,0,-0.0015106201171875,-0.0015106201171875,0.0
3,xml,1,0.035675048828125,0.0140533447265625,0.0216217041015625
3,xml,2,-0.4140625,-0.4990234375,0.0849609375
3,xml,3,-1.2041015625,-1.2568359375,0.052734375
3,xml,4,-1.8076171875,-1.8935546875,0.0859375
3,xml,5,-2.501953125,-2.623046875,0.12109375
3,xml,6,-3.322265625,-3.3828125,0.060546875
3,xml,7,-3.04296875,-3.130859375,0.087890625
3,xml,8,-1.8955078125,-2.125,0.2294921875
3,xml,9,-2.06640625,-2.75,0.68359375
3,xml,10,-1.7138671875,-2.3515625,0.6376953125
3,xml,11,-1.3720703125,-2.69921875,1.3271484375
3,xml,12,0.982421875,-0.7919921875,1.7744140625
3,xml,13,0.7724609375,-1.345703125,2.1181640625
3,xml,14,1.6845703125,-1.6845703125,3.369140625
3,xml,15,2.4296875,-2.40625,4.8359375
3,xml,16,5.6640625,-1.265625,6.9296875
3,xml,17,8.546875,-1.3740234375,9.9208984375
3,xml,18,7.578125,-2.482421875,10.060546875
3,xml,19,9.578125,-0.638671875,10.216796875
3,xml,20,4.0078125,-5.5703125,9.578125
3,xml,21,4.06640625,-5.41796875,9.484375
3,xml,22,5.50390625,-5.99609375,11.5
3,xml,23,9.9765625,-1.7431640625,11.7197265625
3,xml,24,10.5,-1.921875,12.421875
3,xml,25,14.8203125,1.0009765625,13.8193359375
3,xml,26,13.03125,-3.76953125,16.80078125
3,xml,27,9.2421875,-6.82421875,16.06640625
3,xml,28,40.78125,27.734375,13.046875
3,markdown,0,-0.033660888671875,-0.033660888671875,0.0
3,markdown,1,-0.1148681640625,-0.173095703125,0.0582275390625
3,markdown,2,-0.71435546875,-0.7744140625,0.06005859375
3,markdown,3,-0.034698486328125,-0.1396484375,0.104949951171875
3,markdown,4,-0.88134765625,-0.99462890625,0.11328125
3,markdown,5,-0.82080078125,-0.91552734375,0.0947265625
3,markdown,6,-1.6533203125,-1.7900390625,0.13671875
3,markdown,7,-1.5361328125,-1.7099609375,0.173828125
3,markdown,8,-1.158203125,-1.326171875,0.16796875
3,markdown,9,-1.1337890625,-1.40625,0.2724609375
3,markdown,10,-1.9345703125,-2.181640625,0.2470703125
3,markdown,11,-0.8076171875,-1.2900390625,0.482421875
3,markdown,12,1.1611328125,0.23388671875,0.92724609375
3,markdown,13,0.6455078125,-0.30615234375,0.95166015625
3,markdown,14,2.224609375,0.73095703125,1.49365234375
3,markdown,15,2.984375,0.8486328125,2.1357421875
3,markdown,16,5.37109375,1.2685546875,4.1025390625
3,markdown,17,5.99609375,2.185546875,3.810546875
3,markdown,18,4.94921875,1.130859375,3.818359375
3,markdown,19,7.2734375,3.134765625,4.138671875
3,markdown,20,2.81640625,-2.125,4.94140625
3,markdown,21,4.015625,-2.185546875,6.201171875
3,markdown,22,7.7734375,-1.7705078125,9.5439453125
3,markdown,23,14.046875,3.3984375,10.6484375
3,markdown,24,15.46875,3.63671875,11.83203125
3,markdown,25,22.953125,8.765625,14.1875
3,markdown,26,18.4375,2.69921875,15.73828125
3,markdown,27,18.984375,0.55224609375,18.43212890625
3,markdown,28,73.0,59.96875,13.03125
3,roleplay,0,0.1832275390625,-0.130126953125,0.3133544921875
3,roleplay,1,6.51953125,-3.498046875,10.017578125
3,roleplay,2,6.10546875,-4.21484375,10.3203125
3,roleplay,3,8.96875,-4.04296875,13.01171875
3,roleplay,4,8.15625,-8.9453125,17.1015625
3,roleplay,5,5.32421875,-9.3828125,14.70703125
3,roleplay,6,6.84765625,-9.703125,16.55078125
3,roleplay,7,10.765625,-8.921875,19.6875
3,roleplay,8,10.8984375,-8.4453125,19.34375
3,roleplay,9,9.46875,-9.5546875,19.0234375
3,roleplay,10,10.2578125,-8.96875,19.2265625
3,roleplay,11,11.4375,-7.35546875,18.79296875
3,roleplay,12,15.2109375,-3.91015625,19.12109375
3,roleplay,13,14.796875,-4.5625,19.359375
3,roleplay,14,15.09375,-3.759765625,18.853515625
3,roleplay,15,15.6953125,-4.703125,20.3984375
3,roleplay,16,15.5625,-3.61328125,19.17578125
3,roleplay,17,15.6953125,-3.09375,18.7890625
3,roleplay,18,14.140625,-5.1328125,19.2734375
3,roleplay,19,18.0,-3.59375,21.59375
3,roleplay,20,12.3125,-13.1953125,25.5078125
3,roleplay,21,14.4453125,-10.78125,25.2265625
3,roleplay,22,18.203125,-8.453125,26.65625
3,roleplay,23,25.21875,-4.875,30.09375
3,roleplay,24,30.4375,-5.59765625,36.03515625
3,roleplay,25,41.25,-0.056396484375,41.306396484375
3,roleplay,26,41.3125,-6.3046875,47.6171875
3,roleplay,27,41.59375,-9.2265625,50.8203125
3,roleplay,28,86.625,45.375,41.25
3,nested,0,0.1832275390625,-0.130126953125,0.3133544921875
3,nested,1,6.4375,-3.53515625,9.97265625
3,nested,2,5.9296875,-4.2578125,10.1875
3,nested,3,8.671875,-4.125,12.796875
3,nested,4,8.0,-9.1328125,17.1328125
3,nested,5,5.01953125,-9.8359375,14.85546875
3,nested,6,6.95703125,-10.046875,17.00390625
3,nested,7,11.140625,-9.265625,20.40625
3,nested,8,10.9765625,-8.875,19.8515625
3,nested,9,9.5,-10.125,19.625
3,nested,10,10.2734375,-9.3046875,19.578125
3,nested,11,11.859375,-7.9375,19.796875
3,nested,12,15.1484375,-4.66796875,19.81640625
3,nested,13,15.0078125,-5.2109375,20.21875
3,nested,14,15.359375,-4.61328125,19.97265625
3,nested,15,16.34375,-5.50390625,21.84765625
3,nested,16,16.234375,-4.45703125,20.69140625
3,nested,17,16.296875,-3.732421875,20.029296875
3,nested,18,14.4375,-5.80078125,20.23828125
3,nested,19,18.6875,-3.966796875,22.654296875
3,nested,20,12.6953125,-13.6796875,26.375
3,nested,21,14.8359375,-11.21875,26.0546875
3,nested,22,18.671875,-8.9765625,27.6484375
3,nested,23,26.3125,-5.0,31.3125
3,nested,24,31.859375,-5.66796875,37.52734375
3,nested,25,43.1875,0.37890625,42.80859375
3,nested,26,42.875,-5.4921875,48.3671875
3,nested,27,42.5625,-8.6875,51.25
3,nested,28,91.4375,51.71875,39.71875
4,direct,0,0.18505859375,-0.2169189453125,0.4019775390625
4,direct,1,3.3515625,-4.62109375,7.97265625
4,direct,2,5.6640625,-7.6015625,13.265625
4,direct,3,5.5625,-8.9765625,14.5390625
4,direct,4,5.19140625,-12.3359375,17.52734375
4,direct,5,8.5,-14.2421875,22.7421875
4,direct,6,9.8046875,-13.203125,23.0078125
4,direct,7,9.8359375,-13.4921875,23.328125
4,direct,8,11.1171875,-14.15625,25.2734375
4,direct,9,10.1796875,-18.046875,28.2265625
4,direct,10,11.5234375,-19.171875,30.6953125
4,direct,11,11.6796875,-17.328125,29.0078125
4,direct,12,15.4140625,-11.625,27.0390625
4,direct,13,16.78125,-13.0625,29.84375
4,direct,14,16.734375,-13.1171875,29.8515625
4,direct,15,16.4375,-12.40625,28.84375
4,direct,16,17.15625,-11.5859375,28.7421875
4,direct,17,17.34375,-11.2890625,28.6328125
4,direct,18,16.109375,-13.4296875,29.5390625
4,direct,19,21.515625,-11.6484375,33.1640625
4,direct,20,13.3671875,-24.625,37.9921875
4,direct,21,18.171875,-23.671875,41.84375
4,direct,22,22.140625,-24.171875,46.3125
4,direct,23,31.15625,-20.546875,51.703125
4,direct,24,34.34375,-22.9375,57.28125
4,direct,25,45.4375,-20.953125,66.390625
4,direct,26,43.5,-26.90625,70.40625
4,direct,27,46.15625,-31.359375,77.515625
4,direct,28,96.8125,25.671875,71.140625
4,json,0,-0.03485107421875,-0.03485107421875,0.0
4,json,1,-0.31201171875,-0.38818359375,0.076171875
4,json,2,-0.47900390625,-0.6162109375,0.13720703125
4,json,3,-1.158203125,-1.25,0.091796875
4,json,4,-1.2822265625,-1.44921875,0.1669921875
4,json,5,-1.6201171875,-1.7373046875,0.1171875
4,json,6,-2.17578125,-2.2578125,0.08203125
4,json,7,-2.40234375,-2.466796875,0.064453125
4,json,8,-1.611328125,-1.7041015625,0.0927734375
4,json,9,-1.8671875,-2.021484375,0.154296875
4,json,10,-1.2861328125,-1.3896484375,0.103515625
4,json,11,-1.94140625,-2.26171875,0.3203125
4,json,12,-1.1103515625,-1.2998046875,0.189453125
4,json,13,-2.216796875,-2.3984375,0.181640625
4,json,14,-1.96875,-2.25,0.28125
4,json,15,-2.02734375,-2.494140625,0.466796875
4,json,16,-0.69921875,-1.4365234375,0.7373046875
4,json,17,-0.471435546875,-1.333984375,0.862548828125
4,json,18,-1.5830078125,-2.5546875,0.9716796875
4,json,19,-0.07049560546875,-1.1494140625,1.07891845703125
4,json,20,-3.720703125,-4.796875,1.076171875
4,json,21,-2.4765625,-4.5234375,2.046875
4,json,22,-1.005859375,-4.3359375,3.330078125
4,json,23,2.2734375,-1.37109375,3.64453125
4,json,24,1.4033203125,-2.986328125,4.3896484375
4,json,25,7.18359375,0.87548828125,6.30810546875
4,json,26,4.9453125,-2.107421875,7.052734375
4,json,27,4.11328125,-4.31640625,8.4296875
4,json,28,55.125,35.25,19.875
4,xml,0,-0.0015106201171875,-0.0015106201171875,0.0
4,xml,1,-0.036773681640625,-0.07269287109375,0.035919189453125
4,xml,2,-0.48193359375,-0.5810546875,0.09912109375
4,xml,3,-1.296875,-1.318359375,0.021484375
4,xml,4,-1.876953125,-2.017578125,0.140625
4,xml,5,-2.56640625,-2.6640625,0.09765625
4,xml,6,-3.234375,-3.326171875,0.091796875
4,xml,7,-2.884765625,-3.046875,0.162109375
4,xml,8,-2.037109375,-2.220703125,0.18359375
4,xml,9,-2.27734375,-2.892578125,0.615234375
4,xml,10,-1.837890625,-2.69140625,0.853515625
4,xml,11,-1.6708984375,-2.8125,1.1416015625
4,xml,12,0.1734619140625,-1.1025390625,1.2760009765625
4,xml,13,-0.52099609375,-1.65234375,1.13134765625
4,xml,14,0.22412109375,-1.986328125,2.21044921875
4,xml,15,-0.02398681640625,-2.4921875,2.46820068359375
4,xml,16,1.984375,-1.310546875,3.294921875
4,xml,17,3.125,-1.1328125,4.2578125
4,xml,18,2.33984375,-2.41796875,4.7578125
4,xml,19,4.1328125,-0.64208984375,4.77490234375
4,xml,20,-0.74609375,-5.59765625,4.8515625
4,xml,21,0.315185546875,-5.078125,5.393310546875
4,xml,22,1.53515625,-6.1015625,7.63671875
4,xml,23,5.3125,-3.373046875,8.685546875
4,xml,24,5.42578125,-5.05078125,10.4765625
4,xml,25,11.6640625,-3.189453125,14.853515625
4,xml,26,7.90234375,-7.23046875,15.1328125
4,xml,27,6.1796875,-10.8359375,17.015625
4,xml,28,36.875,13.484375,23.390625
4,markdown,0,-0.033660888671875,-0.033660888671875,0.0
4,markdown,1,-0.1424560546875,-0.218505859375,0.0760498046875
4,markdown,2,-0.70947265625,-0.80126953125,0.091796875
4,markdown,3,-0.111572265625,-0.17578125,0.064208984375
4,markdown,4,-0.89404296875,-1.029296875,0.13525390625
4,markdown,5,-0.8837890625,-0.95556640625,0.07177734375
4,markdown,6,-1.76953125,-1.7451171875,-0.0244140625
4,markdown,7,-1.751953125,-1.8046875,0.052734375
4,markdown,8,-1.4326171875,-1.55859375,0.1259765625
4,markdown,9,-1.5361328125,-1.6328125,0.0966796875
4,markdown,10,-2.24609375,-2.330078125,0.083984375
4,markdown,11,-1.2705078125,-1.6494140625,0.37890625
4,markdown,12,0.73583984375,0.03564453125,0.7001953125
4,markdown,13,0.1866455078125,-0.51318359375,0.6998291015625
4,markdown,14,1.689453125,0.439208984375,1.250244140625
4,markdown,15,2.248046875,0.466552734375,1.781494140625
4,markdown,16,4.81640625,1.1064453125,3.7099609375
4,markdown,17,5.70703125,1.572265625,4.134765625
4,markdown,18,4.61328125,0.2147216796875,4.3985595703125
4,markdown,19,6.79296875,2.087890625,4.705078125
4,markdown,20,2.1484375,-3.384765625,5.533203125
4,markdown,21,3.626953125,-3.927734375,7.5546875
4,markdown,22,5.98828125,-3.703125,9.69140625
4,markdown,23,12.171875,1.9453125,10.2265625
4,markdown,24,13.0546875,2.287109375,10.767578125
4,markdown,25,20.53125,7.4609375,13.0703125
4,markdown,26,15.7421875,1.6552734375,14.0869140625
4,markdown,27,14.8359375,-0.6142578125,15.4501953125
4,markdown,28,70.1875,58.96875,11.21875
4,roleplay,0,0.18505859375,-0.2169189453125,0.4019775390625
4,roleplay,1,3.3515625,-4.48046875,7.83203125
4,roleplay,2,5.69921875,-7.11328125,12.8125
4,roleplay,3,5.703125,-7.6640625,13.3671875
4,roleplay,4,5.359375,-10.2265625,15.5859375
4,roleplay,5,8.875,-11.59375,20.46875
4,roleplay,6,10.0234375,-11.0234375,21.046875
4,roleplay,7,10.125,-10.90625,21.03125
4,roleplay,8,11.3671875,-12.265625,23.6328125
4,roleplay,9,10.4140625,-15.9453125,26.359375
4,roleplay,10,11.984375,-17.671875,29.65625
4,roleplay,11,11.828125,-15.3515625,27.1796875
4,roleplay,12,15.5625,-9.8984375,25.4609375
4,roleplay,13,17.03125,-11.3359375,28.3671875
4,roleplay,14,16.796875,-11.5,28.296875
4,roleplay,15,16.578125,-11.125,27.703125
4,roleplay,16,17.140625,-10.2421875,27.3828125
4,roleplay,17,17.0625,-9.7890625,26.8515625
4,roleplay,18,16.046875,-11.5859375,27.6328125
4,roleplay,19,20.59375,-10.40625,31.0
4,roleplay,20,12.1640625,-22.828125,34.9921875
4,roleplay,21,16.59375,-21.859375,38.453125
4,roleplay,22,19.828125,-21.84375,41.671875
4,roleplay,23,27.75,-18.359375,46.109375
4,roleplay,24,30.359375,-20.6875,51.046875
4,roleplay,25,40.3125,-18.734375,59.046875
4,roleplay,26,37.4375,-25.078125,62.515625
4,roleplay,27,38.78125,-29.265625,68.046875
4,roleplay,28,88.3125,26.96875,61.34375
4,nested,0,0.18505859375,-0.2169189453125,0.4019775390625
4,nested,1,3.361328125,-4.52734375,7.888671875
4,nested,2,5.69140625,-7.27734375,12.96875
4,nested,3,5.6640625,-8.140625,13.8046875
4,nested,4,5.21484375,-11.0390625,16.25390625
4,nested,5,8.5234375,-12.7734375,21.296875
4,nested,6,9.9375,-12.3671875,22.3046875
4,nested,7,10.140625,-12.296875,22.4375
4,nested,8,11.328125,-13.234375,24.5625
4,nested,9,10.328125,-17.09375,27.421875
4,nested,10,11.4609375,-18.453125,29.9140625
4,nested,11,11.578125,-16.46875,28.046875
4,nested,12,15.203125,-10.9921875,26.1953125
4,nested,13,16.8125,-12.2578125,29.0703125
4,nested,14,16.65625,-12.3359375,28.9921875
4,nested,15,16.4375,-11.9296875,28.3671875
4,nested,16,17.0625,-10.9765625,28.0390625
4,nested,17,17.265625,-10.2265625,27.4921875
4,nested,18,16.015625,-11.9140625,27.9296875
4,nested,19,21.21875,-10.0234375,31.2421875
4,nested,20,12.4765625,-22.6875,35.1640625
4,nested,21,17.015625,-21.359375,38.375
4,nested,22,21.171875,-20.71875,41.890625
4,nested,23,29.59375,-17.046875,46.640625
4,nested,24,32.5,-19.84375,52.34375
4,nested,25,43.8125,-16.59375,60.40625
4,nested,26,41.53125,-23.203125,64.734375
4,nested,27,43.8125,-27.0625,70.875
4,nested,28,97.9375,36.375,61.5625
5,direct,0,0.2093505859375,-0.176513671875,0.3858642578125
5,direct,1,4.890625,-3.09765625,7.98828125
5,direct,2,5.51953125,-4.19140625,9.7109375
5,direct,3,6.0703125,-5.1875,11.2578125
5,direct,4,5.20703125,-5.609375,10.81640625
5,direct,5,7.94140625,-8.7734375,16.71484375
5,direct,6,8.7734375,-8.3828125,17.15625
5,direct,7,9.1875,-7.99609375,17.18359375
5,direct,8,8.3359375,-9.2109375,17.546875
5,direct,9,9.796875,-10.84375,20.640625
5,direct,10,12.96875,-10.8984375,23.8671875
5,direct,11,13.359375,-10.28125,23.640625
5,direct,12,16.234375,-7.96484375,24.19921875
5,direct,13,15.8046875,-9.0546875,24.859375
5,direct,14,16.609375,-8.609375,25.21875
5,direct,15,16.03125,-9.328125,25.359375
5,direct,16,16.375,-8.90625,25.28125
5,direct,17,16.5625,-8.4765625,25.0390625
5,direct,18,15.4296875,-11.671875,27.1015625
5,direct,19,19.125,-10.53125,29.65625
5,direct,20,11.5703125,-22.140625,33.7109375
5,direct,21,16.046875,-21.453125,37.5
5,direct,22,22.3125,-21.796875,44.109375
5,direct,23,32.4375,-18.390625,50.828125
5,direct,24,34.375,-18.90625,53.28125
5,direct,25,47.75,-13.546875,61.296875
5,direct,26,47.75,-19.5,67.25
5,direct,27,52.28125,-23.765625,76.046875
5,direct,28,97.875,28.546875,69.328125
5,json,0,-0.03485107421875,-0.03485107421875,0.0
5,json,1,-0.295166015625,-0.34423828125,0.049072265625
5,json,2,-0.44140625,-0.6025390625,0.1611328125
5,json,3,-1.1220703125,-1.2626953125,0.140625
5,json,4,-1.2412109375,-1.5546875,0.3134765625
5,json,5,-1.576171875,-1.87109375,0.294921875
5,json,6,-2.15625,-2.302734375,0.146484375
5,json,7,-2.36328125,-2.451171875,0.087890625
5,json,8,-1.53125,-1.423828125,-0.107421875
5,json,9,-1.7587890625,-1.40234375,-0.3564453125
5,json,10,-1.1982421875,-0.99462890625,-0.20361328125
5,json,11,-1.7626953125,-1.3408203125,-0.421875
5,json,12,-0.79150390625,-0.20263671875,-0.5888671875
5,json,13,-1.923828125,-1.2138671875,-0.7099609375
5,json,14,-1.603515625,-1.4228515625,-0.1806640625
5,json,15,-1.642578125,-1.54296875,-0.099609375
5,json,16,-0.51318359375,-0.79931640625,0.2861328125
5,json,17,0.0016641616821289062,-0.285888671875,0.2875528335571289
5,json,18,-1.3388671875,-1.3798828125,0.041015625
5,json,19,0.114990234375,-0.441162109375,0.55615234375
5,json,20,-3.591796875,-3.931640625,0.33984375
5,json,21,-2.009765625,-4.06640625,2.056640625
5,json,22,0.63623046875,-3.888671875,4.52490234375
5,json,23,4.609375,-1.1572265625,5.7666015625
5,json,24,3.87109375,-2.373046875,6.244140625
5,json,25,10.15625,0.67333984375,9.48291015625
5,json,26,7.9921875,-1.826171875,9.818359375
5,json,27,7.33203125,-4.1484375,11.48046875
5,json,28,54.84375,32.78125,22.0625
5,xml,0,-0.0015106201171875,-0.0015106201171875,0.0
5,xml,1,0.005977630615234375,-0.10009765625,0.10607528686523438
5,xml,2,-0.357421875,-0.59130859375,0.23388671875
5,xml,3,-1.150390625,-1.408203125,0.2578125
5,xml,4,-1.7294921875,-2.109375,0.3798828125
5,xml,5,-2.455078125,-2.75,0.294921875
5,xml,6,-3.296875,-3.640625,0.34375
5,xml,7,-2.951171875,-3.1015625,0.150390625
5,xml,8,-1.8369140625,-2.07421875,0.2373046875
5,xml,9,-1.8837890625,-2.423828125,0.5400390625
5,xml,10,-1.40625,-2.357421875,0.951171875
5,xml,11,-0.79296875,-2.8515625,2.05859375
5,xml,12,2.203125,-1.033203125,3.236328125
5,xml,13,2.5078125,-1.7587890625,4.2666015625
5,xml,14,3.408203125,-2.19140625,5.599609375
5,xml,15,4.3515625,-2.830078125,7.181640625
5,xml,16,5.6796875,-2.162109375,7.841796875
5,xml,17,6.98046875,-2.21875,9.19921875
5,xml,18,5.84765625,-3.40234375,9.25
5,xml,19,8.0703125,-1.875,9.9453125
5,xml,20,2.765625,-7.46875,10.234375
5,xml,21,3.49609375,-7.2265625,10.72265625
5,xml,22,4.6875,-7.56640625,12.25390625
5,xml,23,9.25,-3.701171875,12.951171875
5,xml,24,9.9375,-5.83984375,15.77734375
5,xml,25,15.125,-2.849609375,17.974609375
5,xml,26,13.25,-6.73046875,19.98046875
5,xml,27,10.09375,-10.8984375,20.9921875
5,xml,28,41.71875,24.625,17.09375
5,markdown,0,-0.033660888671875,-0.033660888671875,0.0
5,markdown,1,-0.1434326171875,-0.2000732421875,0.056640625
5,markdown,2,-0.7041015625,-0.80126953125,0.09716796875
5,markdown,3,-0.12225341796875,-0.154296875,0.03204345703125
5,markdown,4,-0.9375,-1.009765625,0.072265625
5,markdown,5,-0.86376953125,-0.9462890625,0.08251953125
5,markdown,6,-1.849609375,-1.9033203125,0.0537109375
5,markdown,7,-1.884765625,-1.8603515625,-0.0244140625
5,markdown,8,-1.52734375,-1.40234375,-0.125
5,markdown,9,-1.58203125,-1.673828125,0.091796875
5,markdown,10,-2.203125,-2.3046875,0.1015625
5,markdown,11,-1.3056640625,-1.8359375,0.5302734375
5,markdown,12,0.93212890625,0.038970947265625,0.893157958984375
5,markdown,13,0.325927734375,-0.64892578125,0.974853515625
5,markdown,14,1.6943359375,0.04083251953125,1.65350341796875
5,markdown,15,2.2421875,0.1475830078125,2.0946044921875
5,markdown,16,3.72265625,0.5390625,3.18359375
5,markdown,17,4.4140625,1.3017578125,3.1123046875
5,markdown,18,3.25,0.1695556640625,3.0804443359375
5,markdown,19,5.4296875,1.7646484375,3.6650390625
5,markdown,20,0.52294921875,-3.578125,4.10107421875
5,markdown,21,2.251953125,-3.94921875,6.201171875
5,markdown,22,5.70703125,-2.767578125,8.474609375
5,markdown,23,11.6640625,2.130859375,9.533203125
5,markdown,24,13.0703125,3.177734375,9.892578125
5,markdown,25,20.0625,7.9140625,12.1484375
5,markdown,26,14.875,1.1103515625,13.7646484375
5,markdown,27,13.5625,-2.15625,15.71875
5,markdown,28,68.0,54.875,13.125
5,roleplay,0,0.2093505859375,-0.176513671875,0.3858642578125
5,roleplay,1,4.64453125,-2.9921875,7.63671875
5,roleplay,2,5.16796875,-3.92578125,9.09375
5,roleplay,3,5.86328125,-4.7578125,10.62109375
5,roleplay,4,4.94921875,-5.0703125,10.01953125
5,roleplay,5,7.859375,-8.1484375,16.0078125
5,roleplay,6,8.6171875,-7.8359375,16.453125
5,roleplay,7,8.9609375,-7.69140625,16.65234375
5,roleplay,8,8.8359375,-8.7109375,17.546875
5,roleplay,9,9.75,-10.1015625,19.8515625
5,roleplay,10,12.796875,-10.0546875,22.8515625
5,roleplay,11,13.703125,-9.2578125,22.9609375
5,roleplay,12,16.828125,-7.109375,23.9375
5,roleplay,13,16.0,-8.2265625,24.2265625
5,roleplay,14,16.90625,-7.87109375,24.77734375
5,roleplay,15,16.171875,-8.7734375,24.9453125
5,roleplay,16,16.953125,-8.109375,25.0625
5,roleplay,17,17.0,-7.46875,24.46875
5,roleplay,18,16.203125,-10.3984375,26.6015625
5,roleplay,19,19.40625,-9.3515625,28.7578125
5,roleplay,20,11.71875,-20.859375,32.578125
5,roleplay,21,15.9921875,-20.34375,36.3359375
5,roleplay,22,21.96875,-20.03125,42.0
5,roleplay,23,31.40625,-16.890625,48.296875
5,roleplay,24,33.375,-17.46875,50.84375
5,roleplay,25,45.34375,-12.078125,57.421875
5,roleplay,26,44.40625,-18.140625,62.546875
5,roleplay,27,48.6875,-22.265625,70.953125
5,roleplay,28,96.9375,40.28125,56.65625
5,nested,0,0.2093505859375,-0.176513671875,0.3858642578125
5,nested,1,4.640625,-3.009765625,7.650390625
5,nested,2,5.1875,-4.0078125,9.1953125
5,nested,3,5.95703125,-4.9296875,10.88671875
5,nested,4,5.11328125,-5.23046875,10.34375
5,nested,5,7.62109375,-8.2421875,15.86328125
5,nested,6,8.515625,-7.90625,16.421875
5,nested,7,8.78125,-7.71484375,16.49609375
5,nested,8,8.609375,-8.8203125,17.4296875
5,nested,9,9.890625,-10.328125,20.21875
5,nested,10,13.2578125,-10.4296875,23.6875
5,nested,11,14.1796875,-9.734375,23.9140625
5,nested,12,17.109375,-7.33203125,24.44140625
5,nested,13,16.203125,-8.40625,24.609375
5,nested,14,16.796875,-7.9921875,24.7890625
5,nested,15,15.9609375,-8.8046875,24.765625
5,nested,16,16.59375,-8.25,24.84375
5,nested,17,17.0,-7.5234375,24.5234375
5,nested,18,16.140625,-10.4921875,26.6328125
5,nested,19,19.9375,-9.2890625,29.2265625
5,nested,20,11.8515625,-20.953125,32.8046875
5,nested,21,15.8125,-20.28125,36.09375
5,nested,22,21.8125,-20.046875,41.859375
5,nested,23,31.375,-16.578125,47.953125
5,nested,24,33.25,-17.09375,50.34375
5,nested,25,46.3125,-11.296875,57.609375
5,nested,26,45.25,-17.046875,62.296875
5,nested,27,48.0625,-20.890625,68.953125
5,nested,28,98.75,44.875,53.875
6,direct,0,0.1689453125,-0.20703125,0.3759765625
6,direct,1,4.65234375,-4.43359375,9.0859375
6,direct,2,7.2734375,-6.7109375,13.984375
6,direct,3,7.7578125,-9.2265625,16.984375
6,direct,4,7.26953125,-11.171875,18.44140625
6,direct,5,9.25,-13.2890625,22.5390625
6,direct,6,11.3203125,-11.7109375,23.03125
6,direct,7,9.375,-12.296875,21.671875
6,direct,8,11.2890625,-14.6328125,25.921875
6,direct,9,10.3125,-17.84375,28.15625
6,direct,10,12.828125,-18.421875,31.25
6,direct,11,13.5078125,-18.09375,31.6015625
6,direct,12,18.421875,-14.28125,32.703125
6,direct,13,18.953125,-15.8671875,34.8203125
6,direct,14,19.515625,-15.1875,34.703125
6,direct,15,18.578125,-15.8984375,34.4765625
