format,gap,retention_pct
real_tool_call,3.366586303710937,5.797674755934511
fake_tool_call,16.0564453125,27.65116924396458
random_delimiters,21.11640625,36.36504292693592
CAPS_brackets,22.88056640625,39.40314321031256
no_delimiters_json,1.498114013671875,2.5799361771902825
direct,58.06787109375,100.0
