layer,head,format,direct_content_attn,direct_format_attn,formatted_content_attn,formatted_format_attn,content_shift,format_shift,routing_divergence
20,11,tool_call,,,,,,,
20,0,system,,,,,,,
20,1,system,,,,,,,
20,2,system,,,,,,,
20,3,system,,,,,,,
20,4,system,,,,,,,
20,5,system,,,,,,,
20,6,system,,,,,,,
20,7,system,,,,,,,
20,8,system,,,,,,,
20,9,system,,,,,,,
20,10,system,,,,,,,
20,11,system,,,,,,,
20,0,json,,,,,,,
20,1,json,,,,,,,
20,2,json,,,,,,,
20,3,json,,,,,,,
20,4,json,,,,,,,
20,5,json,,,,,,,
20,6,json,,,,,,,
20,7,json,,,,,,,
20,8,json,,,,,,,
20,9,json,,,,,,,
20,10,json,,,,,,,
20,11,json,,,,,,,
21,0,tool_call,,,,,,,
21,1,tool_call,,,,,,,
21,2,tool_call,,,,,,,
21,3,tool_call,,,,,,,
21,4,tool_call,,,,,,,
21,5,tool_call,,,,,,,
21,6,tool_call,,,,,,,
21,7,tool_call,,,,,,,
21,8,tool_call,,,,,,,
21,9,tool_call,,,,,,,
21,10,tool_call,,,,,,,
21,11,tool_call,,,,,,,
21,0,system,,,,,,,
21,1,system,,,,,,,
21,2,system,,,,,,,
21,3,system,,,,,,,
21,4,system,,,,,,,
21,5,system,,,,,,,
21,6,system,,,,,,,
21,7,system,,,,,,,
21,8,system,,,,,,,
21,9,system,,,,,,,
21,10,system,,,,,,,
21,11,system,,,,,,,
21,0,json,,,,,,,
21,1,json,,,,,,,
21,2,json,,,,,,,
21,3,json,,,,,,,
21,4,json,,,,,,,
21,5,json,,,,,,,
21,6,json,,,,,,,
21,7,json,,,,,,,
21,8,json,,,,,,,
21,9,json,,,,,,,
21,10,json,,,,,,,
21,11,json,,,,,,,
22,0,tool_call,,,,,,,
22,1,tool_call,,,,,,,
22,2,tool_call,,,,,,,
22,3,tool_call,,,,,,,
22,4,tool_call,,,,,,,
22,5,tool_call,,,,,,,
22,6,tool_call,,,,,,,
22,7,tool_call,,,,,,,
22,8,tool_call,,,,,,,
22,9,tool_call,,,,,,,
22,10,tool_call,,,,,,,
22,11,tool_call,,,,,,,
22,0,system,,,,,,,
22,1,system,,,,,,,
22,2,system,,,,,,,
22,3,system,,,,,,,
22,4,system,,,,,,,
22,5,system,,,,,,,
22,6,system,,,,,,,
22,7,system,,,,,,,
22,8,system,,,,,,,
22,9,system,,,,,,,
22,10,system,,,,,,,
22,11,system,,,,,,,
22,0,json,,,,,,,
22,1,json,,,,,,,
22,2,json,,,,,,,
22,3,json,,,,,,,
22,4,json,,,,,,,
22,5,json,,,,,,,
22,6,json,,,,,,,
22,7,json,,,,,,,
22,8,json,,,,,,,
22,9,json,,,,,,,
22,10,json,,,,,,,
22,11,json,,,,,,,
23,0,tool_call,,,,,,,
23,1,tool_call,,,,,,,
23,2,tool_call,,,,,,,
23,3,tool_call,,,,,,,
23,4,tool_call,,,,,,,
23,5,tool_call,,,,,,,
23,6,tool_call,,,,,,,
23,7,tool_call,,,,,,,
23,8,tool_call,,,,,,,
23,9,tool_call,,,,,,,
23,10,tool_call,,,,,,,
23,11,tool_call,,,,,,,
23,0,system,,,,,,,
23,1,system,,,,,,,
23,2,system,,,,,,,
23,3,system,,,,,,,
23,4,system,,,,,,,
23,5,system,,,,,,,
23,6,system,,,,,,,
23,7,system,,,,,,,
23,8,system,,,,,,,
23,9,system,,,,,,,
23,10,system,,,,,,,
23,11,system,,,,,,,
23,0,json,,,,,,,
23,1,json,,,,,,,
23,2,json,,,,,,,
23,3,json,,,,,,,
23,4,json,,,,,,,
23,5,json,,,,,,,
23,6,json,,,,,,,
23,7,json,,,,,,,
23,8,json,,,,,,,
23,9,json,,,,,,,
23,10,json,,,,,,,
23,11,json,,,,,,,
24,0,tool_call,,,,,,,
