format,sae_gap,sae_retention_pct,baseline_gap
json,1.2684516906738281,18.762149810791016,6.76069450378418
tool_call,0.2336440086364746,3.4559171199798584,6.76069450378418
system,0.06940507888793945,1.0265969038009644,6.76069450378418
